Year;Date;Time;Round;Stadium;City;Country;HomeTeam;HomeGoals;AwayGoals;AwayTeam;Observation
2010;2010-07-02 00:00:00.000;" 20:30 ";Quarter-finals;Soccer City Stadium;"Johannesburg ";South Africa;Uruguay;1;1;Ghana;"Uruguay win on penalties (4 - 2) "
2010;2010-07-03 00:00:00.000;" 16:00 ";Quarter-finals;Cape Town Stadium;"Cape Town ";South Africa;Argentina;0;4;Germany;" "
2010;2010-07-03 00:00:00.000;" 20:30 ";Quarter-finals;Ellis Park Stadium;"Johannesburg ";South Africa;Paraguay;0;1;Spain;" "
2010;2010-07-06 00:00:00.000;" 20:30 ";Semi-finals;Cape Town Stadium;"Cape Town ";South Africa;Uruguay;2;3;Netherlands;" "
2010;2010-07-07 00:00:00.000;" 20:30 ";Semi-finals;Durban Stadium;"Durban ";South Africa;Germany;0;1;Spain;" "
2010;2010-07-10 00:00:00.000;" 20:30 ";Match for third place;Port Elizabeth Stadium;"Nelson Mandela Bay/Port Elizabeth ";South Africa;Uruguay;2;3;Germany;" "
2010;2010-07-11 00:00:00.000;" 20:30 ";Final;Soccer City Stadium;"Johannesburg ";South Africa;Netherlands;0;1;Spain;"Spain win after extra time "
2014;2014-06-12 00:00:00.000;" 17:00 ";Group A;Arena de Sao Paulo;"Sao Paulo ";Brazil;Brazil;3;1;Croatia;" "
2014;2014-06-13 00:00:00.000;" 13:00 ";Group A;Estadio das Dunas;"Natal ";Brazil;Mexico;1;0;Cameroon;" "
2014;2014-06-13 00:00:00.000;" 16:00 ";Group B;Arena Fonte Nova;"Salvador ";Brazil;Spain;1;5;Netherlands;" "
2014;2014-06-13 00:00:00.000;" 18:00 ";Group B;Arena Pantanal;"Cuiaba ";Brazil;Chile;3;1;Australia;" "
2014;2014-06-14 00:00:00.000;" 13:00 ";Group C;Estadio Mineirao;"Belo Horizonte ";Brazil;Colombia;3;0;Greece;" "
2014;2014-06-14 00:00:00.000;" 16:00 ";Group D;Estadio Castelao;"Fortaleza ";Brazil;Uruguay;1;3;Costa Rica;" "
2014;2014-06-14 00:00:00.000;" 18:00 ";Group D;Arena Amazonia;"Manaus ";Brazil;England;1;2;Italy;" "
2014;2014-06-14 00:00:00.000;" 22:00 ";Group C;Arena Pernambuco;"Recife ";Brazil;Cï¿½te d'Ivoire;2;1;Japan;" "
2014;2014-06-15 00:00:00.000;" 13:00 ";Group E;Estadio Nacional;"Brasilia ";Brazil;Switzerland;2;1;Ecuador;" "
2014;2014-06-15 00:00:00.000;" 16:00 ";Group E;Estadio Beira-Rio;"Porto Alegre ";Brazil;France;3;0;Honduras;" "
2014;2014-06-15 00:00:00.000;" 19:00 ";Group F;Estadio do Maracana;"Rio De Janeiro ";Brazil;Argentina;2;1;Bosnia and Herzegovina;" "
2014;2014-06-16 00:00:00.000;" 13:00 ";Group G;Arena Fonte Nova;"Salvador ";Brazil;Germany;4;0;Portugal;" "
2014;2014-06-16 00:00:00.000;" 16:00 ";Group F;Arena da Baixada;"Curitiba ";Brazil;IR Iran;0;0;Nigeria;" "
2014;2014-06-16 00:00:00.000;" 19:00 ";Group G;Estadio das Dunas;"Natal ";Brazil;Ghana;1;2;USA;" "
2014;2014-06-17 00:00:00.000;" 13:00 ";Group H;Estadio Mineirao;"Belo Horizonte ";Brazil;Belgium;2;1;Algeria;" "
2014;2014-06-17 00:00:00.000;" 16:00 ";Group A;Estadio Castelao;"Fortaleza ";Brazil;Brazil;0;0;Mexico;" "
2014;2014-06-17 00:00:00.000;" 18:00 ";Group H;Arena Pantanal;"Cuiaba ";Brazil;Russia;1;1;Korea Republic;" "
2014;2014-06-18 00:00:00.000;" 13:00 ";Group B;Estadio Beira-Rio;"Porto Alegre ";Brazil;Australia;2;3;Netherlands;" "
2014;2014-06-18 00:00:00.000;" 16:00 ";Group B;Estadio do Maracana;"Rio De Janeiro ";Brazil;Spain;0;2;Chile;" "
2014;2014-06-18 00:00:00.000;" 18:00 ";Group A;Arena Amazonia;"Manaus ";Brazil;Cameroon;0;4;Croatia;" "
2014;2014-06-19 00:00:00.000;" 13:00 ";Group C;Estadio Nacional;"Brasilia ";Brazil;Colombia;2;1;Cï¿½te d'Ivoire;" "
2014;2014-06-19 00:00:00.000;" 16:00 ";Group D;Arena de Sao Paulo;"Sao Paulo ";Brazil;Uruguay;2;1;England;" "
2014;2014-06-19 00:00:00.000;" 19:00 ";Group C;Estadio das Dunas;"Natal ";Brazil;Japan;0;0;Greece;" "
2014;2014-06-20 00:00:00.000;" 13:00 ";Group D;Arena Pernambuco;"Recife ";Brazil;Italy;0;1;Costa Rica;" "
2014;2014-06-20 00:00:00.000;" 16:00 ";Group E;Arena Fonte Nova;"Salvador ";Brazil;Switzerland;2;5;France;" "
2014;2014-06-20 00:00:00.000;" 19:00 ";Group E;Arena da Baixada;"Curitiba ";Brazil;Honduras;1;2;Ecuador;" "
2014;2014-06-21 00:00:00.000;" 13:00 ";Group F;Estadio Mineirao;"Belo Horizonte ";Brazil;Argentina;1;0;IR Iran;" "
2014;2014-06-21 00:00:00.000;" 16:00 ";Group G;Estadio Castelao;"Fortaleza ";Brazil;Germany;2;2;Ghana;" "
2014;2014-06-21 00:00:00.000;" 18:00 ";Group F;Arena Pantanal;"Cuiaba ";Brazil;Nigeria;1;0;Bosnia and Herzegovina;" "
2014;2014-06-22 00:00:00.000;" 13:00 ";Group H;Estadio do Maracana;"Rio De Janeiro ";Brazil;Belgium;1;0;Russia;" "
2014;2014-06-22 00:00:00.000;" 16:00 ";Group H;Estadio Beira-Rio;"Porto Alegre ";Brazil;Korea Republic;2;4;Algeria;" "
2014;2014-06-22 00:00:00.000;" 18:00 ";Group G;Arena Amazonia;"Manaus ";Brazil;USA;2;2;Portugal;" "
2014;2014-06-23 00:00:00.000;" 13:00 ";Group B;Arena da Baixada;"Curitiba ";Brazil;Australia;0;3;Spain;" "
2014;2014-06-23 00:00:00.000;" 13:00 ";Group B;Arena de Sao Paulo;"Sao Paulo ";Brazil;Netherlands;2;0;Chile;" "
2014;2014-06-23 00:00:00.000;" 17:00 ";Group A;Estadio Nacional;"Brasilia ";Brazil;Cameroon;1;4;Brazil;" "
2014;2014-06-23 00:00:00.000;" 17:00 ";Group A;Arena Pernambuco;"Recife ";Brazil;Croatia;1;3;Mexico;" "
2014;2014-06-24 00:00:00.000;" 13:00 ";Group D;Estadio das Dunas;"Natal ";Brazil;Italy;0;1;Uruguay;" "
2014;2014-06-24 00:00:00.000;" 13:00 ";Group D;Estadio Mineirao;"Belo Horizonte ";Brazil;Costa Rica;0;0;England;" "
2014;2014-06-24 00:00:00.000;" 16:00 ";Group C;Arena Pantanal;"Cuiaba ";Brazil;Japan;1;4;Colombia;" "
2014;2014-06-24 00:00:00.000;" 17:00 ";Group C;Estadio Castelao;"Fortaleza ";Brazil;Greece;2;1;Cï¿½te d'Ivoire;" "
2014;2014-06-25 00:00:00.000;" 13:00 ";Group F;Estadio Beira-Rio;"Porto Alegre ";Brazil;Nigeria;2;3;Argentina;" "
2014;2014-06-25 00:00:00.000;" 13:00 ";Group F;Arena Fonte Nova;"Salvador ";Brazil;Bosnia and Herzegovina;3;1;IR Iran;" "
2014;2014-06-25 00:00:00.000;" 16:00 ";Group E;Arena Amazonia;"Manaus ";Brazil;Honduras;0;3;Switzerland;" "
2014;2014-06-25 00:00:00.000;" 17:00 ";Group E;Estadio do Maracana;"Rio De Janeiro ";Brazil;Ecuador;0;0;France;" "
2014;2014-06-26 00:00:00.000;" 13:00 ";Group G;Arena Pernambuco;"Recife ";Brazil;USA;0;1;Germany;" "
2014;2014-06-26 00:00:00.000;" 13:00 ";Group G;Estadio Nacional;"Brasilia ";Brazil;Portugal;2;1;Ghana;" "
2014;2014-06-26 00:00:00.000;" 17:00 ";Group H;Arena de Sao Paulo;"Sao Paulo ";Brazil;Korea Republic;0;1;Belgium;" "
2014;2014-06-26 00:00:00.000;" 17:00 ";Group H;Arena da Baixada;"Curitiba ";Brazil;Algeria;1;1;Russia;" "
2014;2014-06-28 00:00:00.000;" 13:00 ";Round of 16;Estadio Mineirao;"Belo Horizonte ";Brazil;Brazil;1;1;Chile;"Brazil win on penalties (3 - 2) "
2014;2014-06-30 00:00:00.000;" 13:00 ";Round of 16;Estadio Nacional;"Brasilia ";Brazil;France;2;0;Nigeria;" "
2014;2014-07-04 00:00:00.000;" 13:00 ";Quarter-finals;Estadio do Maracana;"Rio De Janeiro ";Brazil;France;0;1;Germany;" "
2014;2014-07-13 00:00:00.000;" 16:00 ";Final;Estadio do Maracana;"Rio De Janeiro ";Brazil;Germany;1;0;Argentina;"Germany win after extra time "
2014;2014-07-09 00:00:00.000;" 17:00 ";Semi-finals;Arena de Sao Paulo;"Sao Paulo ";Brazil;Netherlands;0;0;Argentina;"Argentina win on penalties (2 - 4) "
2014;2014-07-05 00:00:00.000;" 17:00 ";Quarter-finals;Arena Fonte Nova;"Salvador ";Brazil;Netherlands;0;0;Costa Rica;"Netherlands win on penalties (4 - 3) "
2014;2014-06-29 00:00:00.000;" 13:00 ";Round of 16;Estadio Castelao;"Fortaleza ";Brazil;Netherlands;2;1;Mexico;" "
2014;2014-07-01 00:00:00.000;" 13:00 ";Round of 16;Arena de Sao Paulo;"Sao Paulo ";Brazil;Argentina;1;0;Switzerland;"Argentina win after extra time "
2014;2014-06-28 00:00:00.000;" 17:00 ";Round of 16;Estadio do Maracana;"Rio De Janeiro ";Brazil;Colombia;2;0;Uruguay;" "
2014;2014-06-29 00:00:00.000;" 17:00 ";Round of 16;Arena Pernambuco;"Recife ";Brazil;Costa Rica;1;1;Greece;"Costa Rica win on penalties (5 - 3) "
2014;2014-06-30 00:00:00.000;" 17:00 ";Round of 16;Estadio Beira-Rio;"Porto Alegre ";Brazil;Germany;2;1;Algeria;"Germany win after extra time "
2014;2014-07-01 00:00:00.000;" 17:00 ";Round of 16;Arena Fonte Nova;"Salvador ";Brazil;Belgium;2;1;USA;"Belgium win after extra time "
2014;2014-07-04 00:00:00.000;" 17:00 ";Quarter-finals;Estadio Castelao;"Fortaleza ";Brazil;Brazil;2;1;Colombia;" "
2014;2014-07-05 00:00:00.000;" 13:00 ";Quarter-finals;Estadio Nacional;"Brasilia ";Brazil;Argentina;1;0;Belgium;" "
2014;2014-07-08 00:00:00.000;" 17:00 ";Semi-finals;Estadio Mineirao;"Belo Horizonte ";Brazil;Brazil;1;7;Germany;" "
2014;2014-07-12 00:00:00.000;" 17:00 ";Play-off for third place;Estadio Nacional;"Brasilia ";Brazil;Brazil;0;3;Netherlands;" "
